ID,DAM_NAME,STATE,AGENCY_CODE,longtitude,lattitude,feature_id,dataset,rts,max_sto,split
1125,Narrows Dam,Arkansas,ACE_VIC,-93.716351,34.149561,22697680,plrt,400.2913702,1036612000,val
1126,Pine Creek Lake,Oklahoma,,-95.082917,34.11625,617546,gdrom,37.012,581158669.4,test
1127,Dequeen,Arkansas,,-94.382083,34.099583,3745526,gdrom,70.193,186171881.1,test
1128,Hugo Lake,Oklahoma,DUKE,-95.382598,34.011291,,plrt,46.41009626,1086549000,train
1134,Pat Mayse Lake,Texas,DUKE,-95.557174,33.85427,8347705,plrt,496.1421292,251650000,train
1135,Denison Dam,Oklahoma,,-96.573487,33.822946,167300255,gdrom,236.03,7239679897,test
1139,Lake Arrowhead Dam,Texas,,-98.360383,33.762939,13659779,gdrom,1254.853,354626029,test
1144,Millwood Dam,Arkansas,DUKE,-93.96625,33.695417,167300345,plrt,18.97037056,1188748000,train
1145,Lake Kickapoo Dam,Texas,,-98.778238,33.660121,13659945,gdrom,603.112,155640861.9,test
1151,Ray Roberts Dam,Texas,ACE_FOR,-97.052189,33.356409,,plrt,1414.194054,1501783000,train
1152,Jim Chapman Lake,Texas,,-95.62875,33.32875,,gdrom,208.26,577292076.1,test
1164,Lewisville Dam,Texas,,-96.970417,33.070417,120053021,gdrom,228.776,1410171946,test
1170,Lavon Dam,Texas,DUKE,-96.470417,33.032917,1291638,plrt,512.7082993,926837000,train
1171,Grapevine Dam,Texas,,-97.057917,32.97375,120051934,gdrom,279.756,547635099.9,test
1176,Morris Sheppard,Texas,,-98.428696,32.869311,120053359,gdrom,353.499,699539622,test
1177,Eagle Mountain Dam,Texas,,-97.498242,32.87062,120051933,gdrom,240.429,257321580.6,test
1181,Iron Bridge Dam,Texas,,-95.91465,32.814655,120053340,gdrom,1096.819,1313655323,test
1182,Lake Fork Dam,Texas,,-95.531853,32.811369,5292739,gdrom,720.727,894694951.3,test
1183,Rockwall Forney Dam,Texas,,-96.501952,32.802749,120053026,gdrom,280.921,624997847.4,test
1184,Lake Worth Dam,Texas,,-97.417708,32.790449,1267710,gdrom,43.788,56656287.87,test
1186,Ferrells Bridge Dam,Texas,,-94.507917,32.75375,1010832,gdrom,194.674,810163207.3,test
1188,Mountain Creek Dam,Texas,,-96.94375,32.730483,1269548,gdrom,69.205,34980311.5,test
1192,Caddo Dam,Louisiana,ACE_VIC,-93.91625,32.707917,167300381,plrt,29.49785167,437639000,train
1194,Benbrook Lake,Texas,,-97.457917,32.652917,1267968,gdrom,209.069,205366092,test
1197,Joe Pool Lake,Texas,DUKE,-96.988542,32.642259,,plrt,901.4972835,338150000,train
1201,Lake J.B. Thomas Dam,Texas,,-101.137062,32.585119,5632093,gdrom,2263.009,87107994.15,test
1202,Brantley,New Mexico,BOR,-104.378655,32.549683,22454697,plrt,118.6086222,55989000,train
1216,Squaw Creek Dam,Texas,,-97.760779,32.294346,5511582,gdrom,3509.566,196744053.9,test
1218,Lake Pat Cleburne Dam,Texas,,-97.427188,32.285598,5511586,gdrom,90.274,41132918.92,test
1219,Martin Lake Dam,Texas,,-94.54375,32.26875,5278224,gdrom,299.875,125321754.9,test
1220,Bardwell Lake,Texas,,-96.649583,32.25375,1445978,gdrom,179.619,174871953.9,test
1231,Blackburn Crossing Dam,Texas,,-95.432925,32.058212,4451216,gdrom,262.907,598238692.4,test
1236,Proctor Lake,Texas,,-98.47875,31.974583,120053201,gdrom,126.991,466659484.1,test
1237,Navarro Mills Dam,Texas,ACE_FOR,-96.699583,31.95375,4132531,plrt,152.1550431,215859000,train
1242,Red Bluff Dam,Texas,,-103.911505,31.906225,3210503,gdrom,615.126,349876877.2,test
1245,Aquilla Lake,Texas,,-97.207917,31.899583,166414857,gdrom,179.105,116348174.6,test
1247,Whitney Lake,Texas,,-97.370417,31.870417,120053204,gdrom,174.433,1829077181,test
1249,Hords Creek Dam,Texas,ACE_FOR,-99.562083,31.835417,5741244,plrt,1335.833407,15613000,val
1254,Waco Lake,Texas,,-97.199583,31.57875,,gdrom,127.88,606835155.6,test
1266,Sterling C. Robertson Dam,Texas,,-96.330328,31.327812,5575089,gdrom,227.141,302696443.5,test
1269,Toledo Bend,Louisiana,,-93.566547,31.174682,,gdrom,361.467,6040759842,test
1273,Belton Dam,Texas,,-97.474583,31.112083,2571688,gdrom,289.821,1291583769,test
1275,Sam Rayburn Dam And Reservoir,Texas,,-94.107917,31.06625,1158647,gdrom,356.305,4968065203,test
1277,Stillhouse-Hollow Dam,Texas,,-97.532917,31.024583,120053388,gdrom,322.929,736890685.6,test
1279,Town Bluff Dam,Texas,,-94.17438,30.799546,1111211,gdrom,5.908,140246885.2,test
1283,Roy Inks Dam,Texas,,-98.380208,30.73233,5756912,gdrom,15.689,26255894.45,test
1285,Granger Dam,Texas,,-97.337083,30.69125,5670421,gdrom,101.884,222455982.9,test
1286,North San Gabriel Dam,Texas,,-97.727235,30.669258,5670445,gdrom,267.979,167753530.2,test
1287,Livingston Dam,Texas,,-95.015625,30.632678,1492358,gdrom,98.493,2565642227,test
1291,Alvin Wirtz Dam,Texas,,-98.340775,30.56016,5756952,gdrom,63.532,171232935.8,test
1292,Max Starcke Dam,Texas,,-98.257643,30.557553,,gdrom,3.924,293679253.2,test
1296,Somerville Dam,Texas,,-96.524583,30.31625,5569731,gdrom,184.273,665813761.5,test
1297,Tom Miller Dam,Texas,,-97.786268,30.295339,,gdrom,13.059,34620083.16,test
1302,Canyon Lake,Texas,,-98.199583,29.872083,3588682,gdrom,347.517,682872815.4,test
1315,Coleto Creek Dam,Texas,,-97.170278,28.735417,1637751,gdrom,163.128,50116367.16,test
1317,Wesley E. Seale Dam,Texas,,-97.869086,28.047561,3169144,gdrom,200.219,343153784.5,test
1432,NA,NA,NA,NA,NA,,plrt,1.449650241,121793815.2,val
1585,Beltzville Dam,Pennsylvania,ACE_PHI,-75.637744,40.84943,4186689,plrt,93.01421945,69732000,train
1586,J. Edward Roush Lake Dam,Indiana,,-85.467105,40.846824,18508016,gdrom,7.999,208682924.7,test
1587,Salamonie Lake Dam,Indiana,,-85.675829,40.806373,18505514,gdrom,35.117,321478671.5,test
1592,Mississinewa Lake Dam,Indiana,,-85.955208,40.714103,18502689,gdrom,33.946,430488862.6,test
1595,Lake Mohawk Dam,Ohio,ACE_HUN,-81.193735,40.672896,19387410,plrt,0.605977989,111660000,train
1600,Pleasant Hill Dam,Ohio,ACE_HUN,-82.324353,40.624274,15408959,plrt,29.45250542,36071000,train
1606,Atwood Dam,Ohio,ACE_HUN,-81.277152,40.523591,19387454,plrt,110.085455,46059000,train
1615,Blue Marsh Dam,Pennsylvania,ACE_PHI,-76.034375,40.382474,4782813,plrt,30.62881999,61454000,val
1617,Tappan Dam,Ohio,ACE_HUN,-81.225946,40.356622,19390686,plrt,255.1350877,49535000,val
1619,Clendening Dam,Ohio,ACE_HUN,-81.279319,40.270656,19390726,plrt,115.1909849,47952000,train
1620,Piedmont Dam,Ohio,ACE_HUN,-81.218352,40.191827,19390850,plrt,126.7295908,68660000,train
1631,Dillon Dam,Ohio,ACE_HUN,-82.082917,39.995417,166899180,plrt,10.94115191,110879000,val
1634,Clarence J. Brown Dam,Ohio,,-83.746098,39.951705,3984810,gdrom,72.14,744910784.5,test
1636,Senecaville Dam,Ohio,ACE_HUN,-81.433961,39.924326,15372030,plrt,144.4491052,102714000,val
1645,Cecil M. Harden Lake Dam,Indiana,,-87.067708,39.720158,10208007,gdrom,87.509,163944538.3,test
1650,Tom Jenkins Dam,Ohio,ACE_HUN,-82.056248,39.539648,15417757,plrt,107.2321531,21333000,train
1654,Cagles Mill Lake Dam,Indiana,,-86.914583,39.486722,18465136,gdrom,51.341,215784079.6,test
1655,Caesar Creek Lake Dam,Ohio,,-84.059259,39.485819,166899204,gdrom,187.965,222443648.1,test
1659,Lake Shelbyville Dam,Illinois,,-88.77875,39.412083,167122256,gdrom,119.898,643492674.1,test
1683,William H. Harsha Lake Dam,Ohio,,-84.146664,39.021119,166899203,gdrom,109.743,261240352.4,test
1691,Burnsville Lake Dam,West Virginia,ACE_HUN,-80.617632,38.840775,76669453,plrt,19.7531001,48943000,train
1699,Sutton Dam,West Virginia,ACE_HUN,-80.690625,38.661883,19322053,plrt,19.48509405,162560000,train
1706,Beech Fork Lake Dam,West Virginia,ACE_HUN,-82.413806,38.301903,3964356,plrt,4.247134556,85972000,train
1707,Grayson Dam,Kentucky,ACE_HUN,-82.984298,38.251318,120052749,plrt,50.74495373,107481000,train
1709,Summersville Dam,West Virginia,ACE_HUN,-80.890208,38.224185,4547794,plrt,34.20551129,342605000,val
1712,East Lynn Dam,West Virginia,ACE_HUN,-82.386678,38.142806,3964366,plrt,38.16276881,51732000,train
1713,Yatesville Dam,Kentucky,ACE_HUN,-82.696959,38.125451,,plrt,64.40750239,100805000,train
1714,Cave Run Lake Dam,Kentucky,,-83.530932,38.114969,166830448,gdrom,100.122,688619607.3,test
1716,Rend Lake Dam,Illinois,DUKE,-88.968937,38.037374,167156996,plrt,240.5919774,487918000,val
1718,Taylorsville Lake Dam,Kentucky,,-85.302083,38.002023,10263686,gdrom,91.063,361041368,test
1723,Paintsville Dam,Kentucky,ACE_HUN,-82.871875,37.840562,,plrt,128.1086506,78462000,train
1726,Dewey Dam,Kentucky,ACE_HUN,-82.725985,37.734423,885333,plrt,27.79305146,57169000,train
1733,R.D. Bailey Dam,West Virginia,ACE_HUN,-81.8213,37.600451,6933708,plrt,16.73614977,135067000,train
1735,Fishtrap Dam,Kentucky,ACE_HUN,-82.405835,37.42702,1086587,plrt,19.50650462,84176000,train
1739,Buckhorn Lake Dam,Kentucky,,-83.469937,37.338027,486928,gdrom,22.736,171895562.3,test
1740,Nolin Lake Dam,Kentucky,,-86.246529,37.278458,4003290,gdrom,72.14,744910784.5,test
1741,Green River Lake Dam,Kentucky,,-85.339277,37.247917,3999688,gdrom,104.619,700256274.9,test
1742,John W. Flannagan Dam,Virginia,ACE_HUN,-82.347917,37.231204,1086591,plrt,100.3838191,114056000,train
1744,Carr Creek Lake Dam,Kentucky,,-83.031211,37.22716,,gdrom,141.362,48056380.8,test
1752,Barkley Dam,Kentucky,ACE_NAS,-88.218748,37.018747,166899385,plrt,12.59096257,1708881000,train
1753,Kentucky,Kentucky,TVA,-88.268652,37.010296,120052349,plrt,18.84947556,6968203759,train
1754,Laurel Dam,Kentucky,ACE_NAS,-84.267474,36.959995,166899298,plrt,525.1674076,550870000,train
1755,Barren River Lake Dam,Kentucky,ACE_LOU,-86.122475,36.893486,120052316,plrt,76.16179384,627551000,train
1756,Wolf Creek,Kentucky,ACE_NAS,-85.14375,36.867817,166899300,plrt,191.8508464,6876579000,train
1758,Philpott Dam,Virginia,,-80.02875,36.782917,8674019,gdrom,315.614,236005780.9,test
1761,John H. Kerr Dam,Virginia,DUKE,-78.295417,36.59625,167496465,plrt,97.99067035,3374308000,val
1762,Dale Hollow Dam,Tennessee,ACE_NAS,-85.450254,36.538312,166899333,plrt,466.0603073,1844764000,train
1763,South Holston,Tennessee,TVA,-82.085291,36.523027,166997474,plrt,304.2671894,842726584.4,val
1765,Boone,Tennessee,TVA,-82.434375,36.438918,166997475,plrt,30.7904374,236600628.8,val
1767,Watauga,Tennessee,TVA,-82.121993,36.3216,166997499,plrt,379.8564943,767164211.2,train
1768,Old Hickory Dam,Tennessee,ACE_NAS,-86.658869,36.29189,18415569,plrt,12.88937954,626322000,train
1770,Norris,Tennessee,TVA,-84.09268,36.227217,166997561,plrt,195.6662388,2969502179,train
1774,Cherokee Saddle Dam 1,Tennessee,TVA,-83.497532,36.164256,166997501,plrt,111.5581246,1817905678,train
1775,J. Percy Priest Dam,Tennessee,ACE_NAS,-86.617997,36.155261,120052688,plrt,135.0504559,821534000,val
1776,W. Kerr Scott Dam,North Carolina,DUKE,-81.22875,36.132917,9250140,plrt,34.21232594,83115000,val
1777,Center Hill Dam,Tennessee,ACE_NAS,-85.82558,36.096527,167122309,plrt,13.00614594,1680599000,train
1781,Douglas,Tennessee,,-83.534322,35.96336,166997463,gdrom,27.685,915451490.3,test
1782,Falls Lake Dam,North Carolina,DUKE,-78.582917,35.945417,166737717,plrt,95.68250494,416142000,train
1783,Melton Hill,Tennessee,TVA,-84.296716,35.882789,120052841,plrt,11.69148337,152942549.2,train
1786,B. Everett Jordan Dam,North Carolina,DUKE,-81.194332,35.821759,9751274,gdrom,26.306,156639858.9,test
1787,Watts Bar,Tennessee,TVA,-85.621457,35.801042,22134539,gdrom,3.166,35019042.83,test
1789,Rhodhiss,North Carolina,,-81.439986,35.772803,9751288,gdrom,10.654,77758695.19,test
1790,Lookout Shoals,North Carolina,,-81.090611,35.757868,,gdrom,5.089,38083695,test
1791,Catawba,North Carolina,,-81.840625,35.744272,9751286,gdrom,151.316,374761756.6,test
1796,B. Everett Jordan Dam,North Carolina,,-79.070417,35.657917,166755060,plrt,68.60803308,704001000,val
1797,Watts Bar,Tennessee,,-84.780208,35.623945,166997494,plrt,17.59213927,1588600727,train
1800,Normandy,Tennessee,,-86.242708,35.466245,166997625,gdrom,72.787,78049920.26,test
1801,Fontana,North Carolina,TVA,-83.807292,35.453399,166912876,plrt,146.3794337,1780544079,train
1804,Cowans Ford,North Carolina,,-80.952083,35.435689,166756415,gdrom,191.334,1316613582,test
1809,Mountain Island,North Carolina,,-80.985417,35.339583,9755308,gdrom,10.231,100404188.3,test
1817,Apalachia,North Carolina,TVA,-84.293303,35.168026,19674973,plrt,13.85749195,71060680.86,train
1818,Hiwassee,North Carolina,TVA,-84.176042,35.152638,,plrt,67.64045271,537022532.2,train
1822,Chickamauga,Tennessee,TVA,-85.226742,35.102025,166997575,plrt,8.044057955,1041635326,val
1823,Ocoee 1,Tennessee,TVA,-84.646551,35.094393,19667233,plrt,30.52786755,109498772,val
1824,Pickwick Landing,Tennessee,TVA,-88.247429,35.069376,19598582,plrt,7.95484489,1487760373,val
1827,Winthrop University Dam,South Carolina,,-81.010741,35.022443,166756413,gdrom,30.134,286846201.9,test
1828,Chatuge,North Carolina,TVA,-83.79203,35.016806,166997584,plrt,234.7918969,291144502.8,train
1829,Nickajack,Tennessee,TVA,-85.618247,35.001899,,plrt,3.509574761,484670786.7,train
1833,Nottely,Georgia,TVA,-84.090625,34.955905,166997585,plrt,169.8431085,209140305.8,train
1834,Blue Ridge,Georgia,,-84.278125,34.881121,19668381,gdrom,68.385,120870982.4,test
1835,Wheeler,Alabama,TVA,-87.380231,34.806299,,plrt,9.537906368,1937689839,train
1841,Carters Main Dam,Georgia,,-84.669583,34.61625,6479321,gdrom,154.997,582820169.4,test
1842,Fishing Creek,South Carolina,,-80.890625,34.60297,,gdrom,3.946,50164398.12,test
1843,Cedar Creek,Alabama,,-87.972741,34.54375,19566308,gdrom,58.705,75008030.69,test
1846,Little Bear Creek,Alabama,,-87.972917,34.452307,19626258,gdrom,82.388,30689028.18,test
1847,Guntersville,Alabama,TVA,-86.39202,34.421538,167182204,plrt,12.07874451,1856309517,train
1848,Sardis Dam,Mississippi,ACE_VIC,-89.792634,34.407344,167182317,plrt,106.6436708,2205339000,train
1851,Hartwell Dam,Georgia,ACE_SAV,-82.824583,34.362083,166759840,plrt,333.8420058,3466666000,train
1852,Wateree,South Carolina,,-80.702952,34.336709,9737130,gdrom,24.092,406693764.4,test
1855,Upper Bear Creek,Alabama,,-87.692356,34.27409,19568056,gdrom,36.628,27173604.94,test
1862,Allatoona Lake Dam and Powerhouse,Georgia,,-84.727917,34.16625,6495140,gdrom,102.476,677798271.1,test
1863,Buford,Georgia,,-84.074583,34.162083,6495106,gdrom,501.236,2663087293,test
1864,Enid Dam,Mississippi,ACE_VIC,-89.90447,34.151653,167166404,plrt,112.3898358,948291000,train
1869,Grenada Dam,Mississippi,ACE_VIC,-89.76874,33.814591,18014672,plrt,116.5466247,2205583000,val
1872,J. Strom Thurmond Dam,Georgia,ACE_SAV,-82.196875,33.662099,,plrt,159.0660237,3621497000,train
1883,Wallace,Georgia,ACE_VIC,-83.157149,33.352754,,plrt,9.173515796,137959000,train
1896,West Point,Georgia,,-85.192917,32.924583,166758703,gdrom,62.765,885886657.5,test
1910,Walter F. George Lock and Dam,Alabama,DUKE,-85.06625,31.62875,166758723,plrt,53.0049908,1456956000,train
1916,Jim Woodruff Dam,Florida,USGS,-84.866115,30.708037,10361596,plrt,10.11830764,489281000,train
2149,Franklin Falls Dam,New Hampshire,,-71.65625,43.45375,166174267,gdrom,2.039,54088178.68,test
2158,Hopkinton Flood Control Dam,New Hampshire,DUKE,-71.747262,43.188119,,plrt,2.06180931,49796000,val
2188,Littleville Dam,Massachusetts,DUKE,-72.88235,42.26612,6094731,plrt,46.19456393,31575000,train
2193,Colebrook River Dam,Connecticut,,-73.020417,41.99125,,gdrom,60.667,92397519.84,test
2356,NA,NA,NA,NA,NA,,plrt,258.1865827,6555946200,val
7214,Ridges Basin,Colorado,BOR,-107.896538,37.219426,,plrt,188561.7241,142054000,train
7306,Wilson,Alabama,TVA,-87.623433,34.79871,166997604,plrt,6.165155434,791077005,train
7308,Richard B. Russell Dam,Georgia,ACE_SAV,-82.600552,34.025484,,plrt,106.8018236,1424740000,train
7311,Elk City Lake,Kansas,DUKE,-95.786274,37.275927,,plrt,44.6626462,440923000,train
7313,Canyon Ferry Dam,Montana,BOR,-111.727374,46.648333,167204871,plrt,167.1922629,2515053000,train
7317,Tims Ford,Tennessee,TVA,-86.276254,35.197234,19605147,plrt,252.8080516,742167586.1,train
7318,Cordell Hull Dam,Tennessee,ACE_NAS,-85.944131,36.29222,10175533,plrt,9.988706244,376640000,val
9001,NA,NA,NA,NA,NA,NA,plrt,2.345689618,2294272.8,train
9002,NA,NA,NA,NA,NA,NA,plrt,7.507091418,6901320.6,train
9003,NA,NA,NA,NA,NA,NA,plrt,7.34946667,942625416,train
9004,NA,NA,NA,NA,NA,NA,plrt,10.66553675,725804301.6,train
9005,NA,NA,NA,NA,NA,NA,plrt,14.87348157,510784068,val
9006,NA,NA,NA,NA,NA,NA,plrt,17.99384413,594713747.6,train
9007,NA,NA,NA,NA,NA,NA,plrt,0.531265738,54484045.08,train
9008,NA,NA,NA,NA,NA,NA,plrt,0.186244835,14308368,val
9009,NA,NA,NA,NA,NA,NA,plrt,0.475434304,49067834.4,train
9010,NA,NA,NA,NA,NA,NA,plrt,2.261613654,206176182,train
9011,NA,NA,NA,NA,NA,NA,plrt,0.340777329,895445.3157,train
9012,NA,NA,NA,NA,NA,NA,plrt,195.1171404,8963699.16,train
9013,NA,NA,NA,NA,NA,NA,plrt,20.86816702,24789247.56,train
9014,NA,NA,NA,NA,NA,NA,plrt,715.1948965,104499192.1,val
9015,NA,NA,NA,NA,NA,NA,plrt,5.11483886,33385920.16,train
9016,NA,NA,NA,NA,NA,NA,plrt,8.912606634,503472691.8,train
9018,NA,NA,NA,NA,NA,NA,plrt,1.507401658,5316400.74,train
10000,Black Canyon,Idaho,,-116.43635,43.93046,,gdrom,5.263,38237880,test
10001,Avalon,New Mexico,,-104.2553,32.4908,,gdrom,23.282,9952950.12,test
10002,Westville,Massachusetts,,-72.057778,42.081667,,gdrom,0.389,4852510.32,test
10003,Lewiston Lake,California,,-122.793,40.727,,gdrom,3.855,18700790.28,test
10004,Mariposa Reservoir,California,,-120.147,37.292,,gdrom,2.732,19579028.04,test
10005,Orwell Lake,Minnesota,,-96.1809,46.2166,,gdrom,6.453,21986781,test
10006,Mansfield Hollow,Connecticut,,-72.18333,41.775556,,gdrom,5.619,32175325.8,test
10007,North Hartland,Vermont,,-72.360561,43.604939,,gdrom,3.231,53360344.8,test
10008,WestHill,Massachusetts,,-71.605,42.105833,,gdrom,1.153,5096739.36,test
10009,East Brimfield,Massachusetts,,-72.126111,42.108333,,gdrom,17.336,24163873.2,test
10010,Otter Brook,New Hampshire,,-72.23778,42.914722,,gdrom,6.237,17034358.8,test
10011,Surry Mountain,New Hampshire,,-72.309722,42.9983,,gdrom,5.709,38926161.84,test
10013,Knightville,Massachusetts,,-72.86,42.291047,,gdrom,0.868,40432240.92,test
10014,Carlyle Lake,Illinois,,-89.3529,38.6189,,gdrom,59.513,995452897.4,test
10015,Mud Lake,Minnesota,,-96.5731,45.8616,,gdrom,23.9,113782362.6,test
10017,Russel,Georgia,,-82.629976,34.091762,,gdrom,94.34,1430857769,test
10018,Spring Creek Reservoir,California,,-122.474,40.629,,gdrom,25.368,7609338.12,test
10019,Eau Galle Reservoir,Wisconsin,,-92.0139,44.7122,,gdrom,22.716,9682818,test
10020,Hulah,Oklahoma,,-96.091667,36.935,,gdrom,34.579,383686288.8,test
10021,Bonneville LD,Oregon,,-121.940556,45.644167,,gdrom,1.954,902043924,test
10022,Lake Natoma,California,,-121.83,38.65,,gdrom,1.048,11000174.64,test
10023,Lower Monumental LD,Washington,,-118.539,46.563,,gdrom,4.012,468093325.2,test
10024,Dalles LD,Oregon,,-121.134444,45.612222,,gdrom,0.928,404458092,test
10025,IceHarbor LD,Washington,,-118.879722,46.24958,,gdrom,4.277,504246624,test
10026,LowerGranite LD,Washington,,-117.428056,46.660556,,gdrom,5.146,597966434.4,test
10027,LittleGoose LD,Washington,,-118.02606,46.58737,,gdrom,5.992,701480076,test
10028,Keswick Reservoir,California,,-122.445699,40.612104,,gdrom,1.153,29266779.96,test
10029,Big Cliff LD,Oregon,,-122.2831,44.751,,gdrom,0.867,7757355.72,test
10030,Mcnary LD,Oregon,,-119.296111,45.929722,,gdrom,3.865,1675534562,test
10031,Chief Joseph LD,Washington,,-119.6333,47.995278,,gdrom,2.693,735968176.8,test
10032,John day LD,Oregon,,-120.694444,45.716389,,gdrom,6.757,3106766076,test
10033,Crystal,Colorado,,-107.58142,38.48118,,gdrom,5.287,24789247.56,test
10034,Causey,Utah,,-111.587222,41.298333,,gdrom,40.601,9145020.72,test
10035,Agate Dam,Oregon,,-122.7723,42.410847,,gdrom,67.062,5940439.68,test
10036,Ridgway,Colorado,,-107.756448,38.230823,,gdrom,171.656,104737253.8,test
10037,Canyon Ferry Lake,Montana,,-111.7279,46.64797,,gdrom,169.243,2504882109,test
10038,Fruit growers,Colorado,,-107.954578,38.82667,,gdrom,105.166,6208104.84,test
10039,Huntington north,Utah,,-111.2674,39.5906,,gdrom,121.718,5532157.8,test
10040,Newton,Utah,,-111.97386,41.89546,,gdrom,185.587,7155417.48,test
10041,Whitney,Connecticut,,-72.911,41.352,,gdrom,100.47,2110265954,test
10042,Twin Lakes Reservoir,Colorado,,-106.4617,39.0833,,gdrom,192.444,182013542.3,test
